X,Y,item,pagerank,chosen
56.376476,-10.013721,circular reasoning,0.00010766408730368162,0.0
62.263737,-16.94626,syādvāda,0.00010766408730368162,0.0
15.524072,66.50613,cartesian product,0.00010766408730368162,0.0
-7.543761,3.660987,speciesism,0.00010766408730368162,0.0
-22.903744,-46.938644,human rights,0.00010766408730368162,0.0
23.594091,34.5122,fatalism,0.00010766408730368162,0.0
-5.245586,-71.38802,global citizenship,0.00010766408730368162,0.0
48.2866,-33.790062,uncertainty,0.00017128331128092442,0.0
-7.9024286,-35.150276,human trafficking,0.00010766408730368162,0.0
-13.540471,-39.74188,human dignity,0.00010766408730368162,0.0
44.38574,-15.463341,free will,0.00010766408730368162,0.0
-48.161037,-43.077972,nuremberg code,0.00010766408730368162,0.0
-29.644539,15.257429,sigmund freud,0.00010766408730368162,0.0
-12.482522,23.523466,fringe science,0.00010766408730368162,0.0
-35.357136,-25.877693,bioethics,0.00010766408730368162,0.0
-2.6902878,-5.082766,antinatalism,0.00010766408730368162,0.0
58.73206,-19.087118,degrees of truth,0.00010766408730368162,0.0
28.442862,-4.3932137,vertiginous question,0.00010766408730368162,0.0
-42.686916,-14.937164,fetal rights,0.00010766408730368162,0.0
0.38234138,0.43732035,philosophy of suicide,0.00010766408730368162,0.0
-39.725616,24.502066,golden triangle (universities),0.00010766408730368162,0.0
36.770683,38.070744,purgatory,0.00010766408730368162,0.0
58.59367,-10.631656,logical value,0.00010766408730368162,0.0
-1.9779912,-27.870382,psychological abuse,0.00010766408730368162,0.0
61.311214,-15.70067,contextualism,0.00010766408730368162,0.0
10.835682,-59.750507,cultural relativism,0.00010766408730368162,0.0
5.8887653,9.8593025,existential risk from artificial general intelligence,0.0005884986123700671,0.0
69.377365,-13.904808,exclusive disjunction,0.00020249777079316041,0.0
-45.22319,-35.450115,patient abuse,0.0015247489114187784,0.0
-40.929127,-12.377035,abortion debate,0.0014789928274391675,0.0
0.2456494,-7.744367,philosophical pessimism,0.0007377097767596658,0.0
-38.08511,-35.405216,resources for clinical ethics consultation,0.00020249777079316041,0.0
34.333633,1.9388536,henosis,0.0010398944496252862,0.0
-25.017353,36.359913,albert einstein,0.00019776200383751248,0.0
27.44368,-55.2018,radicalism (historical),0.002563655945665523,0.0
-18.502737,54.07551,topological defect,0.0008393657372049876,0.0
43.3113,-41.503025,decision analysis,0.0010169111725819603,0.0
-7.9107823,-10.554938,pain in animals,0.0003121439964180159,0.0
4.539407,10.910899,ethics of artificial intelligence,0.0001496985310165514,0.0
-53.49631,-9.008255,transgender rights,0.0005177373099840495,0.0
-23.954163,34.024956,karl marx,0.0001496985310165514,0.0
-10.168531,59.5735,tensor derivative,8.997685597760983e-05,0.0
-50.589725,-42.454533,world medical association,0.0003692147654988541,0.0
-40.24305,-8.598579,"my body, my choice",0.00018177157230450078,0.0
-18.504642,-1.182271,advocacy of suicide,8.997685597760983e-05,0.0
5.3378468,-4.738058,consequentialism,0.0002746312411866957,0.0
63.603394,24.996752,comparative religion,0.00044589673188019706,0.0
9.233574,-30.443823,misanthropy,0.0007697500634928083,0.0
-1.6871,-6.3403077,suffering-focused ethics,8.997685597760983e-05,0.0
15.438431,3.1384962,memory hole,0.0006735353521677464,0.0
50.56774,30.718788,demiurge,0.000651951925278169,0.0
-8.699153,-40.034374,personal boundaries,0.0003273798369121284,0.0
-14.4308,-19.501814,virtue ethics,0.001230303639992554,0.0
54.211864,21.965332,violence in the quran,0.0011334307261242171,0.0
65.39287,-7.5521436,rhizome (philosophy),0.00028333361077970213,0.0
-7.1268373,-1.7695915,sentiocentrism,0.00016230489298998924,0.0
4.9032907,-45.274307,gross national happiness,0.0008968967706679123,0.0
-9.690944,59.08427,covariant derivative,0.00019520381889434417,0.0
14.967418,51.067123,horizontal and vertical,0.0013616677104719213,0.0
28.711325,34.297337,predestination,0.000802810636173485,0.0
21.04407,31.710073,divine providence,0.0004868085034184056,0.0
8.261543,9.41056,ai control problem,0.0006423134777734904,0.0
-42.915062,-47.152187,good clinical practice,0.0005465604390813122,0.0
-39.714775,58.313587,magnetic levitation,0.00042004595907312395,0.0
-8.056971,-0.56152296,ecocentrism,0.0002844178374495948,0.0
-23.823013,-33.505352,cognitive liberty,0.00015380296168533637,0.0
-39.769855,25.246153,sky (universities),0.0010452133838483642,0.0
33.61974,-8.306131,epiphenomenalism,0.0027366020742858005,0.0
39.9099,-26.523853,problem of universals,0.0005756826176984212,0.0
1.245939,28.570278,matthew effect (sociology),0.00021074399211931845,0.0
27.033594,5.989332,trivialism,0.0002747260082109923,0.0
-43.32828,-43.65452,institutional review board,0.0011157245249453873,0.0
40.752186,-15.213397,free will theorem,0.001406972340693686,0.0
62.55305,3.9378307,pluralism (philosophy),0.00037433749785564037,0.0
-1.4761455,-5.732046,negative utilitarianism,0.0001370356658711363,0.0
62.11124,-25.767483,quantum logic,0.0018206397507595036,0.0
0.36249214,-7.8262873,post-schopenhauerian pessimism,0.0007219658537961966,0.0
-24.486103,-1.2999656,physician assisted suicide,0.0011503864643727024,0.0
0.33912808,-7.8033814,history of philosophical pessimism,0.0011299989156429151,0.0
36.01706,-6.1905084,holism,0.0004348941605559033,0.0
18.918652,22.425335,eschatology,0.002684129955043574,0.0
49.449272,-6.201393,constructive set theory,0.0020815060347655883,0.0
-55.626747,-46.695683,animal testing,0.0015335454419740174,0.0
46.21312,9.975998,moral absolutism,0.0004909939000077434,0.0
2.2407365,-40.99911,hedonic treadmill,0.0009668620343447067,0.0
41.552418,-17.688517,libertarianism (metaphysics),0.0016472303083285697,0.0
-13.315966,56.41029,introduction to the mathematics of general relativity,0.0029741708695274482,0.0
-2.1637964,17.084377,discovery (observation),0.0014790912006345512,0.0
-5.9735985,43.03344,quantum state,0.00036890305679291197,0.0
-20.081177,2.1957943,suicide prevention,0.00034362694735929044,0.0
-36.707355,-14.985694,sanctity of life,0.00012940868722059295,0.0
56.68209,3.4826632,meta-ethics,0.0003585306296986229,0.0
19.598713,65.96057,finitary relation,0.0010588034797616647,0.0
58.36597,-10.032737,true and false,0.0017506064670978776,0.0
-16.473902,-51.982765,health care reform debate in the united states,0.0011997394397914897,0.0
-49.869823,-7.0448947,right to sexuality,0.0006577796237412661,0.0
11.653623,64.10498,outer product,0.0009237354575137162,0.0
30.637144,-42.09627,altruistic suicide,8.891324235864629e-05,0.0
3.7699008,-29.723509,sadistic personality disorder,0.0011830716410375828,0.0
36.959988,-2.3413277,monism,0.0010659997166166573,0.0
0.47981134,19.664673,serendipity,0.0006839510031233336,0.0
-46.926685,-43.769817,declaration of geneva,0.0006440903210059086,0.0
-28.321953,60.761623,gravity,0.0002241841126828927,0.0
-30.384695,0.9564391,act 39,8.891324235864629e-05,0.0
64.45237,13.900857,god is dead,0.0006395984678129948,0.0
-50.83488,0.45681623,milton friedman,0.00024313912533080993,0.0
-12.535881,-10.138896,animal euthanasia,0.00042203412268965504,0.0
16.537153,20.365396,human extinction,0.0016770189583988336,0.0
25.400948,-11.675349,problem of mental causation,0.0005755424569557651,0.0
3.4512045,18.939638,coincidence,0.0007324984568369858,0.0
-5.33057,-6.0428023,veganism,8.57285044133077e-05,0.0
-14.49843,-53.344612,right to health,0.00046537143866367945,0.0
-0.42507166,-4.6827183,eradication of suffering,0.0024928656771245955,0.0
55.219105,35.419888,names of god,8.57285044133077e-05,0.0
-50.710445,-36.5116,project mkultra,0.0028291512965077717,0.0
54.08637,21.599733,violence in the bible,0.00017511493040567875,0.0
-21.670128,-12.287391,passive euthanasia,0.001241873163702302,0.0
24.799828,36.939632,inshallah,0.002229730591076026,0.0
-6.539498,-10.885819,pain in invertebrates,0.0010145410570465388,0.0
52.124737,-11.07127,buridan's ass,0.00015357505790330263,0.0
-59.80672,-8.43193,capabilities approach,0.0006725195932683423,0.0
-55.188595,-17.704716,violence against women,0.002134575026736483,0.0
-2.434068,-64.99395,global justice movement,0.0014174375316727108,0.0
-20.440186,-5.0798235,sarco pod,0.00032974918999100644,0.0
62.984608,4.953857,ontological pluralism,8.57285044133077e-05,0.0
7.1371593,46.897125,inertial frame of reference,0.0007290291554576287,0.0
-23.109823,-16.278715,life unworthy of life,0.001541249448848241,0.0
-59.33648,-0.9284164,mera jism meri marzi,0.00031855956675245497,0.0
-12.271649,-18.940323,cynicism (philosophy),0.0005154166846314176,0.0
-62.012024,28.08474,cerro tololo inter-american observatory,0.0006360777104391071,0.0
53.845318,29.162226,religion in pre-islamic arabia,0.00018818535061199587,0.0
-25.106207,-50.789482,lgbt rights,0.0013551173093862326,0.0
0.10582735,3.419684,suicide attack,0.00017328747271905015,0.0
50.26839,-19.920742,nietzsche,0.0001838064233034034,0.0
-39.241318,23.432447,ivy league,0.0001229867010789733,0.0
-41.850407,-4.4010367,voluntary childlessness,0.00017803303395782274,0.0
32.402523,-1.0254949,dualism (philosophy of mind),0.0001229867010789733,0.0
-31.121923,1.6433573,oregon death with dignity act,0.0001229867010789733,0.0
-17.513372,-20.877779,applied ethics,9.867903036563726e-05,0.0
24.969969,-36.1023,love of god,9.867903036563726e-05,0.0
-1.7196398,62.63216,fluid mechanics,0.00010048252718135413,0.0
31.425285,-8.029016,cartesian materialism,0.00016568117671437674,0.0
18.904776,66.929,binary relation,0.00010048252718135413,0.0
-39.274845,23.565578,big three (colleges),0.00010048252718135413,0.0
-23.468893,-31.56889,morphological freedom,0.00016870850880716963,0.0
0.99593854,52.63913,einstein field equations,0.00010048252718135413,0.0
14.632661,-32.140526,compassion fatigue,0.0001614974356422185,0.0
-46.11945,-36.205406,political abuse of psychiatry,0.00010048252718135413,0.0
-23.072397,1.7868629,suicide by cop,0.00010048252718135413,0.0
-25.861444,51.1429,sticky bead argument,0.00010048252718135413,0.0
-41.762238,-45.057518,research ethics consultation,0.00010048252718135413,0.0
-38.997154,-14.210164,abortion law,0.00010048252718135413,0.0
-31.794771,-6.734561,patient refusal of nutrition and hydration,0.00010048252718135413,0.0
59.15684,29.284744,moralistic therapeutic deism,0.00010048252718135413,0.0
0.7223015,-39.047626,happiness,0.00021598194835445358,0.0
-1.2742857,-6.215462,antifrustrationism,0.00010048252718135413,0.0
-38.35448,-47.36964,philosophy of healthcare,0.00010048252718135413,0.0
-41.613544,33.707245,higher education in the united states,0.00010048252718135413,0.0
12.6643505,-20.398039,buddhist ethics,0.00022103847145649603,0.0
10.932529,-13.7091875,locus of control,9.364058598712377e-05,0.0
52.093513,9.713041,lawsuits against god,9.364058598712377e-05,0.0
21.807049,4.825117,alternative facts,0.0038645518050886936,0.0
-17.250671,-3.1444573,sanctioned suicide,9.364058598712377e-05,0.0
27.145206,-2.217581,cartesian theater,9.364058598712377e-05,0.0
-4.3897824,10.399588,reinventing the wheel,0.00010883712720952219,0.0
-0.18664227,-4.7293353,negative consequentialism,0.00010883712720952219,0.0
-31.340199,-0.020091342,compassion and choices,0.00010883712720952219,0.0
44.12495,23.558544,discordianism,0.00010883712720952219,0.0
11.8821945,-25.238115,dukkha,0.00010883712720952219,0.0
-35.663147,-30.964836,human genetic engineering,0.00010883712720952219,0.0
5.23007,47.70169,bucket argument,0.0001016303383514765,0.0
-52.737072,-36.95571,human radiation experiments,0.0001016303383514765,0.0
52.29492,18.197716,religious extremism,0.00017329055554591026,0.0
-46.23416,-43.898773,declaration of helsinki,9.603112640866494e-05,0.0
-3.0439086,28.853798,matilda effect,0.00015593787858603062,0.0
17.14689,7.6308784,thoughtcrime,9.603112640866494e-05,0.0
-31.814377,-6.4677424,terminal illness,9.603112640866494e-05,0.0
-40.0624,-45.886772,ethical problems using children in clinical trials,0.00014847166014122002,0.0
-39.267147,25.694254,group of eight (australian universities),9.603112640866494e-05,0.0
-2.520228,27.97536,stigler's law of eponymy,9.603112640866494e-05,0.0
-25.654999,-4.876491,final exit network,9.603112640866494e-05,0.0
18.384394,5.902983,doublethink,9.603112640866494e-05,0.0
-24.738947,-3.8404002,philip nitschke,9.603112640866494e-05,0.0
14.893192,-21.01112,buddhist monasticism,0.00016305917490088404,0.0
-5.4471707,-9.388614,pain in amphibians,9.603112640866494e-05,0.0
34.132378,-20.300375,cartesian doubt,9.603112640866494e-05,0.0
-5.3417587,-10.089178,pain in fish,9.603112640866494e-05,0.0
-33.895695,-15.77693,consistent life ethic,9.603112640866494e-05,0.0
-30.124166,1.3399875,california end of life option act,9.603112640866494e-05,0.0
1.4992919,-16.673862,pleasure,0.00014934912326498541,0.0
-50.586246,-4.6517363,sexual and reproductive health and rights,9.603112640866494e-05,0.0
25.915709,32.950222,theological determinism,9.603112640866494e-05,0.0
-5.083017,46.164062,n-slit interferometric equation,9.603112640866494e-05,0.0
-42.741375,-17.53339,anti-abortion,9.603112640866494e-05,0.0
-5.9079194,-10.605025,pain in crustaceans,9.603112640866494e-05,0.0
8.914596,8.683097,suffering risks,9.603112640866494e-05,0.0
-24.552698,-3.5795615,jack kevorkian,0.00010913932424849185,0.0
17.365404,7.3566823,crimestop,0.00010913932424849185,0.0
20.397388,15.704331,prospection,0.00010913932424849185,0.0
-41.484756,37.214863,education in the united states,0.00010913932424849185,0.0
-30.733007,-0.28323296,compassion & choices of oregon,0.00010913932424849185,0.0
-37.26782,-51.60029,healthcare in india,0.00010913932424849185,0.0
-20.551172,38.124096,genius (2017 tv series),0.00010913932424849185,0.0
-11.408644,67.242065,structure tensor,0.00010205161690740346,0.0
-35.080414,53.047012,reactionless drive,0.00010205161690740346,0.0
-8.659654,67.521675,array data type,0.00017124316679166188,0.0
29.379866,6.825491,algebra of concepts,0.00010205161690740346,0.0
-2.8066444,-65.45892,global justice (organization),0.00010205161690740346,0.0
-9.683554,65.10917,multilinear subspace learning,0.00010205161690740346,0.0
16.30548,33.30699,amor fati,0.00010205161690740346,0.0
51.3232,35.69129,creationism,0.0002385972025022153,0.0
2.8230264,-32.0273,schadenfreude,0.00010205161690740346,0.0
-31.090065,-0.012363604,compassion & choices,0.00010205161690740346,0.0
-5.1575103,-19.522509,penology,0.00010205161690740346,0.0
-7.534952,-51.74369,rule according to higher law,0.00010205161690740346,0.0
-5.281888,-9.631655,pain in cephalopods,0.00010205161690740346,0.0
-9.581409,3.661239,earth jurisprudence,0.00010205161690740346,0.0
-21.822632,-23.754137,moral agency,0.00010205161690740346,0.0
-28.653645,-12.605867,terri schiavo,0.0001571185630744679,0.0
-61.94573,26.96645,la silla observatory,9.254238249149413e-05,0.0
14.139972,52.56336,cartesian plane,9.254238249149413e-05,0.0
53.192375,25.741129,satanic verses,0.0002198606848564823,0.0
-6.988048,51.9936,penrose graphical notation,0.0001571185630744679,0.0
-6.451232,53.605698,einstein notation,0.0001571185630744679,0.0
19.02771,-42.812977,sympathy,9.254238249149413e-05,0.0
-55.051105,-20.6048,violence against men,9.254238249149413e-05,0.0
37.871193,-3.1625366,cosmic pluralism,0.0030214764595297545,0.0
-7.4886837,-12.263055,cruelty to animals,9.254238249149413e-05,0.0
-30.021442,-12.389267,texas futile care law,9.254238249149413e-05,0.0
-57.372353,-34.379803,gene splicing,0.0001571185630744679,0.0
-13.8393955,59.55021,riemannian geometry,0.0002493243552244725,0.0
-40.837856,36.71892,higher education in new jersey,0.00010279400242697333,0.0
31.964773,-3.729845,indefinite monism,0.00010279400242697333,0.0
-20.872128,-4.821821,euthanasia device,0.00010279400242697333,0.0
-30.64718,1.4371552,washington death with dignity act,0.00010279400242697333,0.0
20.456442,5.4094634,big lie,0.00010279400242697333,0.0
-3.4020126,18.12989,scientific priority,0.00010279400242697333,0.0
-41.51111,-6.9544306,abortion-rights movements,9.905845850145783e-05,0.0
-45.309326,-46.864178,human experimentation in the united states,9.905845850145783e-05,0.0
-28.995611,1.8892944,voluntary assisted dying act 2017 (victoria),9.905845850145783e-05,0.0
-20.437647,-58.72241,human rights defender,9.905845850145783e-05,0.0
5.949778,48.328396,rotating reference frame,9.905845850145783e-05,0.0
-31.403387,2.3874962,initiative 1000,9.905845850145783e-05,0.0
-6.3589916,53.433655,abstract index notation,9.905845850145783e-05,0.0
-38.41913,58.473976,electrostatic levitation,0.0001652767262280819,0.0
-15.6318,43.139194,derivations of the lorentz transformations,9.905845850145783e-05,0.0
-31.657244,0.38279307,washington v. glucksberg,9.905845850145783e-05,0.0
-53.503372,-22.16531,ethics of circumcision,9.905845850145783e-05,0.0
-30.144058,-12.398644,advance directives act,0.00015896521067882351,0.0
-15.103459,37.77319,history of special relativity,9.905845850145783e-05,0.0
-4.1357617,35.671196,history of physics,0.0001652767262280819,0.0
66.29565,-17.069805,logical equality,9.905845850145783e-05,0.0
42.691235,-15.365646,superdeterminism,0.0001707186756958916,0.0
26.460293,33.91914,jansenism,0.00016349419199496575,0.0
27.435316,-38.170414,altruism (ethical doctrine),9.905845850145783e-05,0.0
-20.26282,-2.415358,suicide bag,9.905845850145783e-05,0.0
42.770138,-22.52471,problem of future contingents,9.905845850145783e-05,0.0
-38.664284,38.740883,business school,9.905845850145783e-05,0.0
-6.3183537,-8.783192,ethics of uncertain sentience,9.905845850145783e-05,0.0
24.906637,-17.269545,arthur schopenhauer,0.0001652767262280819,0.0
-30.262747,-7.340966,do not resuscitate,9.905845850145783e-05,0.0
-32.28562,-7.500614,end-of-life care,9.905845850145783e-05,0.0
-57.441643,16.229137,hungaria asteroids,9.705074460226642e-05,0.0
-39.81119,-45.89762,children in clinical research,9.705074460226642e-05,0.0
-48.83033,-50.12896,u.s. patients' bill of rights,9.705074460226642e-05,0.0
-29.404459,0.75227684,death with dignity national center,9.705074460226642e-05,0.0
-25.895767,-4.318428,world federation of right to die societies,9.705074460226642e-05,0.0
8.679548,-4.289895,appeal to consequences,9.705074460226642e-05,0.0
-28.17947,-2.4273465,euthanasia in the united kingdom,9.705074460226642e-05,0.0
61.120502,2.5904927,value pluralism,9.705074460226642e-05,0.0
1.3703196,51.047863,history of general relativity,9.705074460226642e-05,0.0
-15.723769,-16.55564,trolley problem,0.0001977459279017707,0.0
39.12186,16.480429,babylonian theodicy,9.705074460226642e-05,0.0
-13.053708,2.4867067,church of euthanasia,0.00010569233361053398,0.0
32.026596,21.780107,hell,0.00010002402675990078,0.0
5.253368,-13.98406,negative affectivity,0.00010002402675990078,0.0
25.662651,-1.0652376,the numskulls,0.00010002402675990078,0.0
4.7626843,52.151253,centrifugal force,0.00010002402675990078,0.0
-14.304863,36.746468,relativity priority dispute,0.00010002402675990078,0.0
-5.4480953,56.572506,symmetric tensor,0.00010002402675990078,0.0
5.44803,7.3187494,effective altruism,0.00010002402675990078,0.0
33.155003,-46.290707,pleasure principle (psychology),0.00010002402675990078,0.0
-26.743101,-13.560125,persistent vegetative state,0.0001645353551015178,0.0
-26.683897,-3.7630498,betty and george coumbias,0.00010002402675990078,0.0
-0.17692311,-60.1794,global studies,0.00010002402675990078,0.0
-14.604229,9.908878,carnism,0.00010002402675990078,0.0
-36.27285,59.581406,tractor beam,0.00010002402675990078,0.0
-36.15861,-49.646076,palliative care,0.00010002402675990078,0.0
-45.396965,-16.09265,foeticide,0.00010002402675990078,0.0
-19.406664,-8.2607565,senicide,0.00010002402675990078,0.0
-25.738539,-19.609087,personhood,0.00010002402675990078,0.0
-35.62331,-44.954617,fee splitting,0.00010002402675990078,0.0
33.221703,-20.79398,bracketing (phenomenology),0.00010002402675990078,0.0
38.19709,15.555014,theodicy and the bible,0.00021675051843205378,0.0
-24.358643,-4.0163183,derek humphry,0.00010002402675990078,0.0
31.595594,-8.905209,direct realism,0.00010002402675990078,0.0
53.39632,39.70442,holocaust theology,0.00010002402675990078,0.0
56.841835,27.226028,deus absconditus,0.00010002402675990078,0.0
-45.772373,-37.94289,pharmacological torture,0.00010002402675990078,0.0
5.1290045,49.748608,rotating spheres,0.00010002402675990078,0.0
9.954894,52.42809,orthogonal coordinates,0.00010002402675990078,0.0
-7.4718385,17.885983,heroic theory of invention and scientific development,0.00010002402675990078,0.0
38.21105,32.351192,retributive justice,0.00027026015032034946,0.0
16.831785,-41.604614,pity,0.00010002402675990078,0.0
38.01822,38.523254,limbo,0.0002231696561616193,0.0
14.17383,-23.316055,eight precepts,0.0001024926940700761,0.0
-28.314274,1.9672822,euthanasia in australia,0.0002824215098887414,0.0
4.4502454,-19.651804,pain (philosophy),0.00016420604546986688,0.0
39.61533,-47.0035,collectivism and individualism,0.0001024926940700761,0.0
-3.988815,-24.387642,psychogenic pain,0.0001024926940700761,0.0
55.591286,35.640015,conceptions of god,0.0001024926940700761,0.0
-17.128204,10.630666,antinaturalism (politics),0.00016340934555321294,0.0
-19.554066,-12.401891,principle of double effect,0.0001024926940700761,0.0
14.08045,67.66767,euclidean space,0.0001024926940700761,0.0
-40.92356,23.960478,oxbridge,0.0001024926940700761,0.0
-6.104382,46.081177,bra–ket notation,0.0001024926940700761,0.0
46.677814,21.322031,religious satire,0.0001024926940700761,0.0
-41.18863,37.79865,secondary education in the united states,0.0001024926940700761,0.0
