X,Y,Z,item,pagerank,chosen
2.3153849,-1.7141576,-5.952546,philosophical pessimism,0.0007377097767596658,0.0
-6.4824724,-13.731554,-13.486788,resources for clinical ethics consultation,0.00020249777079316041,0.0
5.4914,3.8777418,-0.6881249,henosis,0.0010398944496252862,0.0
-6.812567,9.716779,-6.3455114,albert einstein,0.00019776200383751248,0.0
2.2887187,-9.871787,19.379211,radicalism (historical),0.002563655945665523,0.0
-3.7253861,17.331013,-4.2642636,topological defect,0.0008393657372049876,0.0
15.316815,-6.6199093,13.924138,decision analysis,0.0010169111725819603,0.0
2.034904,-3.0644484,0.31054822,pain in animals,0.0003121439964180159,0.0
-2.157673,1.8990219,9.313069,ethics of artificial intelligence,0.0001496985310165514,0.0
-14.36237,-10.339039,2.6461787,transgender rights,0.0005177373099840495,0.0
-7.8759203,8.368782,-4.958553,karl marx,0.0001496985310165514,0.0
-1.3327334,19.332945,0.47261977,tensor derivative,8.997685597760983e-05,0.0
-10.831561,-21.9994,-10.399065,world medical association,0.0003692147654988541,0.0
-12.277885,-3.2605321,-2.1677794,"my body, my choice",0.00018177157230450078,0.0
-1.8087102,-0.53703356,-14.976728,advocacy of suicide,8.997685597760983e-05,0.0
0.7087425,-5.374214,-6.4103427,consequentialism,0.0002746312411866957,0.0
20.164991,3.6165745,-3.6040394,comparative religion,0.00044589673188019706,0.0
10.29665,-11.497918,-2.1290057,misanthropy,0.0007697500634928083,0.0
-4.2723017,-1.2084,-2.208251,suffering-focused ethics,8.997685597760983e-05,0.0
-0.16392878,0.96225286,21.783817,memory hole,0.0006735353521677464,0.0
14.965031,1.799624,-5.359939,demiurge,0.000651951925278169,0.0
-0.25088537,-22.415453,2.9754088,personal boundaries,0.0003273798369121284,0.0
0.34649652,-9.727678,-3.7618992,virtue ethics,0.001230303639992554,0.0
17.656017,-0.1695391,-10.66014,violence in the quran,0.0011334307261242171,0.0
19.199112,4.46739,7.6347165,rhizome (philosophy),0.00028333361077970213,0.0
-2.898356,-1.8869858,1.6398911,sentiocentrism,0.00016230489298998924,0.0
9.124907,-15.2609825,9.67862,gross national happiness,0.0008968967706679123,0.0
-0.8381827,19.150633,0.6273786,covariant derivative,0.00019520381889434417,0.0
6.6378336,15.333393,5.8897433,horizontal and vertical,0.0013616677104719213,0.0
8.23983,12.661691,-8.426435,predestination,0.000802810636173485,0.0
6.1182046,8.899894,-4.445344,divine providence,0.0004868085034184056,0.0
-0.73388964,1.7762023,6.233858,ai control problem,0.0006423134777734904,0.0
-4.4238915,-22.624563,-8.66912,good clinical practice,0.0005465604390813122,0.0
-9.577847,20.95452,-8.424363,magnetic levitation,0.00042004595907312395,0.0
-4.1038375,-1.0378867,3.0020156,ecocentrism,0.0002844178374495948,0.0
-12.305803,-3.9635894,3.843347,cognitive liberty,0.00015380296168533637,0.0
-7.5263934,8.706294,-16.955564,sky (universities),0.0010452133838483642,0.0
8.746594,-0.62779456,2.3635414,epiphenomenalism,0.0027366020742858005,0.0
11.964828,-4.2227616,6.93928,problem of universals,0.0005756826176984212,0.0
-7.5970154,8.829145,15.295991,matthew effect (sociology),0.00021074399211931845,0.0
13.011968,10.681812,2.541887,trivialism,0.0002747260082109923,0.0
-5.3049417,-19.959,-10.408822,institutional review board,0.0011157245249453873,0.0
13.954563,0.67351395,6.4070625,free will theorem,0.001406972340693686,0.0
20.453302,1.947388,-0.74929404,pluralism (philosophy),0.00037433749785564037,0.0
-4.5269237,-0.9215529,-2.2284157,negative utilitarianism,0.0001370356658711363,0.0
16.343405,-1.3791854,12.916672,quantum logic,0.0018206397507595036,0.0
2.4851267,-1.784314,-5.887357,post-schopenhauerian pessimism,0.0007219658537961966,0.0
-2.9637177,-5.9963703,-16.469837,physician assisted suicide,0.0011503864643727024,0.0
2.4922705,-1.7883048,-5.8793364,history of philosophical pessimism,0.0011299989156429151,0.0
10.45545,1.7349128,0.9698259,holism,0.0004348941605559033,0.0
4.784644,6.0434313,-17.467592,eschatology,0.002684129955043574,0.0
14.3074465,10.147743,7.6951084,constructive set theory,0.0020815060347655883,0.0
-1.7408603,-19.72879,-14.201454,animal testing,0.0015335454419740174,0.0
12.272921,-4.495569,-12.357059,moral absolutism,0.0004909939000077434,0.0
7.307476,-15.442481,5.670212,hedonic treadmill,0.0009668620343447067,0.0
15.11453,-1.1745807,7.467823,libertarianism (metaphysics),0.0016472303083285697,0.0
-2.0411005,16.304264,-1.3724436,introduction to the mathematics of general relativity,0.0029741708695274482,0.0
-9.973999,2.1670318,14.882658,discovery (observation),0.0014790912006345512,0.0
7.242397,24.10702,-5.4414325,quantum state,0.00036890305679291197,0.0
-0.7566605,-1.9004521,-17.477535,suicide prevention,0.00034362694735929044,0.0
-10.216974,-6.4938607,-6.658418,sanctity of life,0.00012940868722059295,0.0
14.092109,-5.748137,-7.9407425,meta-ethics,0.0003585306296986229,0.0
8.556633,21.334248,3.8792436,finitary relation,0.0010588034797616647,0.0
9.195514,5.870534,12.34414,true and false,0.0017506064670978776,0.0
-7.933267,-13.555037,-1.681573,health care reform debate in the united states,0.0011997394397914897,0.0
-14.171936,-0.17392659,-0.49108547,right to sexuality,0.0006577796237412661,0.0
4.0369787,22.857565,0.8285317,outer product,0.0009237354575137162,0.0
5.1935678,-7.7246375,13.403674,altruistic suicide,8.891324235864629e-05,0.0
9.929702,-15.320913,-1.4337848,sadistic personality disorder,0.0011830716410375828,0.0
9.22289,4.603582,0.95581037,monism,0.0010659997166166573,0.0
-7.3041453,3.127091,14.857955,serendipity,0.0006839510031233336,0.0
-7.65935,-20.74052,-8.236908,declaration of geneva,0.0006440903210059086,0.0
-9.544838,21.456436,-1.900553,gravity,0.0002241841126828927,0.0
-8.34285,-6.034767,-16.746912,act 39,8.891324235864629e-05,0.0
23.650328,1.2619929,-9.186079,god is dead,0.0006395984678129948,0.0
-18.456924,-2.2766435,-2.153978,milton friedman,0.00024313912533080993,0.0
1.5499951,-4.5218053,-11.894409,animal euthanasia,0.00042203412268965504,0.0
3.7971027,3.2193565,-17.849016,human extinction,0.0016770189583988336,0.0
6.8945336,-2.4564362,1.6172093,problem of mental causation,0.0005755424569557651,0.0
-5.932703,1.800502,16.70845,coincidence,0.0007324984568369858,0.0
-2.68571,-2.6970487,-1.2726918,veganism,8.57285044133077e-05,0.0
-6.743059,-13.373094,0.41812652,right to health,0.00046537143866367945,0.0
-3.1467676,-0.26769957,-1.6368133,eradication of suffering,0.0024928656771245955,0.0
16.993872,3.3204985,-11.057039,names of god,8.57285044133077e-05,0.0
-7.341644,-19.367107,-12.233391,project mkultra,0.0028291512965077717,0.0
17.88825,-0.4421361,-10.895901,violence in the bible,0.00017511493040567875,0.0
-2.3306582,-6.7770147,-10.057856,passive euthanasia,0.001241873163702302,0.0
4.781918,12.108303,-7.751968,inshallah,0.002229730591076026,0.0
0.5261533,-2.9144716,0.9955792,pain in invertebrates,0.0010145410570465388,0.0
10.826519,10.066886,11.251658,buridan's ass,0.00015357505790330263,0.0
-19.89409,-9.745378,1.4973096,capabilities approach,0.0006725195932683423,0.0
-18.189404,-9.244956,-3.3509464,violence against women,0.002134575026736483,0.0
-4.059415,-12.010851,11.3324175,global justice movement,0.0014174375316727108,0.0
-2.3718278,-3.8929288,-12.02908,sarco pod,0.00032974918999100644,0.0
21.40671,1.2347656,-1.480603,ontological pluralism,8.57285044133077e-05,0.0
1.7846702,9.920291,4.3857555,inertial frame of reference,0.0007290291554576287,0.0
-4.3379784,-7.7531023,-7.222283,life unworthy of life,0.001541249448848241,0.0
-21.23764,-5.285773,2.1058414,mera jism meri marzi,0.00031855956675245497,0.0
-0.6079143,-8.69876,-2.0700645,cynicism (philosophy),0.0005154166846314176,0.0
-17.860765,10.179797,-1.0831468,cerro tololo inter-american observatory,0.0006360777104391071,0.0
16.496769,3.558587,-8.346862,religion in pre-islamic arabia,0.00018818535061199587,0.0
-13.322732,-12.470141,1.470749,lgbt rights,0.0013551173093862326,0.0
-2.6729264,2.8687367,-10.842189,suicide attack,0.00017328747271905015,0.0
19.82424,-5.3473134,0.8985058,nietzsche,0.0001838064233034034,0.0
-6.8853106,7.347805,-17.44354,ivy league,0.0001229867010789733,0.0
-8.181477,-1.1063726,-4.136693,voluntary childlessness,0.00017803303395782274,0.0
5.552038,1.6133679,1.8170094,dualism (philosophy of mind),0.0001229867010789733,0.0
-9.069726,-5.5974846,-15.760445,oregon death with dignity act,0.0001229867010789733,0.0
-1.1077188,-12.180019,-5.404091,applied ethics,9.867903036563726e-05,0.0
16.120136,-12.451816,-7.6116915,love of god,9.867903036563726e-05,0.0
-1.3851714,16.727928,5.2936606,fluid mechanics,0.00010048252718135413,0.0
10.459862,-2.9540567,3.0214653,cartesian materialism,0.00016568117671437674,0.0
8.014928,22.281816,4.315514,binary relation,0.00010048252718135413,0.0
-6.932537,7.436004,-17.369501,big three (colleges),0.00010048252718135413,0.0
-12.127942,-3.2355888,1.9758176,morphological freedom,0.00016870850880716963,0.0
-3.532204,13.179981,5.172377,einstein field equations,0.00010048252718135413,0.0
11.645989,-11.862735,-6.3353086,compassion fatigue,0.0001614974356422185,0.0
-9.585167,-15.877674,-9.408889,political abuse of psychiatry,0.00010048252718135413,0.0
-1.6957023,-4.807866,-17.790821,suicide by cop,0.00010048252718135413,0.0
-8.066501,14.610759,-4.4224133,sticky bead argument,0.00010048252718135413,0.0
-4.5646005,-20.142523,-8.413688,research ethics consultation,0.00010048252718135413,0.0
-11.303627,-4.993078,-6.335044,abortion law,0.00010048252718135413,0.0
-4.5671563,-10.102207,-16.09968,patient refusal of nutrition and hydration,0.00010048252718135413,0.0
18.533394,5.748281,-8.026229,moralistic therapeutic deism,0.00010048252718135413,0.0
5.0680327,-14.053976,5.0653334,happiness,0.00021598194835445358,0.0
-5.2048635,-1.2498672,-2.0747976,antifrustrationism,0.00010048252718135413,0.0
-5.0824804,-17.98932,-5.04889,philosophy of healthcare,0.00010048252718135413,0.0
-4.909699,13.253697,-16.0996,higher education in the united states,0.00010048252718135413,0.0
7.351723,-9.772741,-10.998949,buddhist ethics,0.00022103847145649603,0.0
8.981659,-4.027562,-3.348365,locus of control,9.364058598712377e-05,0.0
17.028793,-8.180201,-12.112866,lawsuits against god,9.364058598712377e-05,0.0
0.48346657,-1.7685318,17.188574,alternative facts,0.0038645518050886936,0.0
-1.1640205,-0.80258054,-12.656447,sanctioned suicide,9.364058598712377e-05,0.0
6.37678,5.813206,9.436095,cartesian theater,9.364058598712377e-05,0.0
-9.611529,2.74978,10.174143,reinventing the wheel,0.00010883712720952219,0.0
-3.467953,-0.16829872,-1.6265948,negative consequentialism,0.00010883712720952219,0.0
-8.990156,-6.9932117,-15.664538,compassion and choices,0.00010883712720952219,0.0
15.322724,11.7677145,-8.225597,discordianism,0.00010883712720952219,0.0
6.4340577,-10.000307,-6.959702,dukkha,0.00010883712720952219,0.0
-2.920028,-13.897099,-11.0986595,human genetic engineering,0.00010883712720952219,0.0
-0.00898231,10.223114,4.900968,bucket argument,0.0001016303383514765,0.0
-5.9000444,-20.199743,-12.892302,human radiation experiments,0.0001016303383514765,0.0
17.84102,-3.4918046,-11.249323,religious extremism,0.00017329055554591026,0.0
-6.896941,-20.520847,-8.126397,declaration of helsinki,9.603112640866494e-05,0.0
-7.172406,8.720427,12.978197,matilda effect,0.00015593787858603062,0.0
-1.0234573,-1.9498514,21.065752,thoughtcrime,9.603112640866494e-05,0.0
-4.251487,-10.110227,-15.927319,terminal illness,9.603112640866494e-05,0.0
-4.306642,-18.840748,-6.359517,ethical problems using children in clinical trials,0.00014847166014122002,0.0
-8.415524,8.517627,-16.878313,group of eight (australian universities),9.603112640866494e-05,0.0
-8.517261,7.5128727,11.780471,stigler's law of eponymy,9.603112640866494e-05,0.0
-5.8667517,-5.0970592,-14.201407,final exit network,9.603112640866494e-05,0.0
-0.046102937,-1.5350782,19.200472,doublethink,9.603112640866494e-05,0.0
-4.3372846,-4.8939857,-14.562664,philip nitschke,9.603112640866494e-05,0.0
6.6380835,-11.768346,-11.633554,buddhist monasticism,0.00016305917490088404,0.0
-0.3421362,-1.8192705,0.098847605,pain in amphibians,9.603112640866494e-05,0.0
7.8746796,1.9708765,12.168187,cartesian doubt,9.603112640866494e-05,0.0
-0.006912838,-1.6755698,0.9135057,pain in fish,9.603112640866494e-05,0.0
-8.242163,-7.283945,-5.9546337,consistent life ethic,9.603112640866494e-05,0.0
-8.590198,-4.995833,-15.997048,california end of life option act,9.603112640866494e-05,0.0
3.7337852,-12.038385,4.7446804,pleasure,0.00014934912326498541,0.0
-14.728705,-2.8218255,-0.84611255,sexual and reproductive health and rights,9.603112640866494e-05,0.0
8.876487,10.411147,-6.433542,theological determinism,9.603112640866494e-05,0.0
5.5882387,23.432396,-3.6131856,n-slit interferometric equation,9.603112640866494e-05,0.0
-15.976213,-5.5281944,-7.668951,anti-abortion,9.603112640866494e-05,0.0
-0.15929689,-2.679416,0.6040939,pain in crustaceans,9.603112640866494e-05,0.0
-0.7638139,1.4484994,5.2664547,suffering risks,9.603112640866494e-05,0.0
-3.9649684,-5.466675,-14.60321,jack kevorkian,0.00010913932424849185,0.0
-1.0466104,-2.6834562,20.215757,crimestop,0.00010913932424849185,0.0
6.2870364,1.9008725,-13.366369,prospection,0.00010913932424849185,0.0
-5.299899,14.735093,-12.945526,education in the united states,0.00010913932424849185,0.0
-8.09749,-6.7062025,-15.649638,compassion & choices of oregon,0.00010913932424849185,0.0
-4.658163,-18.002174,-1.6795295,healthcare in india,0.00010913932424849185,0.0
-5.369428,10.280749,-2.8304756,genius (2017 tv series),0.00010913932424849185,0.0
-4.504912,21.333353,1.8068475,structure tensor,0.00010205161690740346,0.0
-14.013203,17.684023,-7.092571,reactionless drive,0.00010205161690740346,0.0
-4.106505,20.948746,5.0876436,array data type,0.00017124316679166188,0.0
12.305399,10.964476,0.7519762,algebra of concepts,0.00010205161690740346,0.0
-4.676787,-12.10225,11.043496,global justice (organization),0.00010205161690740346,0.0
-4.302974,20.214092,3.742792,multilinear subspace learning,0.00010205161690740346,0.0
3.014947,7.0590434,-3.45526,amor fati,0.00010205161690740346,0.0
20.317104,4.4438887,-12.685866,creationism,0.0002385972025022153,0.0
7.3135347,-15.531807,-1.9664161,schadenfreude,0.00010205161690740346,0.0
-8.514013,-6.84676,-15.956041,compassion & choices,0.00010205161690740346,0.0
3.6116884,-13.02817,-1.9483702,penology,0.00010205161690740346,0.0
-1.8710269,-10.222411,-0.022748748,rule according to higher law,0.00010205161690740346,0.0
-0.2116523,-1.6710668,0.37394884,pain in cephalopods,0.00010205161690740346,0.0
-5.4161816,0.39706004,5.336095,earth jurisprudence,0.00010205161690740346,0.0
-1.4794524,-17.648996,-5.223102,moral agency,0.00010205161690740346,0.0
-6.5486617,-5.1774173,-9.356926,terri schiavo,0.0001571185630744679,0.0
-18.823168,9.709213,-1.8683846,la silla observatory,9.254238249149413e-05,0.0
4.77551,15.53864,6.1204643,cartesian plane,9.254238249149413e-05,0.0
17.554352,0.54130185,-8.012127,satanic verses,0.0002198606848564823,0.0
1.9710855,21.415615,-4.638891,penrose graphical notation,0.0001571185630744679,0.0
2.7821124,21.953176,-3.165469,einstein notation,0.0001571185630744679,0.0
5.407843,-9.112365,9.791196,sympathy,9.254238249149413e-05,0.0
-17.275599,-11.097975,-4.123606,violence against men,9.254238249149413e-05,0.0
9.15792,5.247339,1.9319086,cosmic pluralism,0.0030214764595297545,0.0
1.224019,-4.1056056,0.44813153,cruelty to animals,9.254238249149413e-05,0.0
-7.1814837,-6.357286,-9.117404,texas futile care law,9.254238249149413e-05,0.0
-0.98564833,-16.607685,-11.213578,gene splicing,0.0001571185630744679,0.0
-3.845375,17.973633,0.3722511,riemannian geometry,0.0002493243552244725,0.0
-4.8390965,14.051228,-12.496357,higher education in new jersey,0.00010279400242697333,0.0
7.235671,5.380924,5.014197,indefinite monism,0.00010279400242697333,0.0
-2.621431,-4.045943,-12.414488,euthanasia device,0.00010279400242697333,0.0
-8.876834,-5.575075,-16.110554,washington death with dignity act,0.00010279400242697333,0.0
0.24931867,-0.11589438,17.436586,big lie,0.00010279400242697333,0.0
-10.001031,3.965361,13.971917,scientific priority,0.00010279400242697333,0.0
-10.303928,-2.3678775,-3.1727824,abortion-rights movements,9.905845850145783e-05,0.0
-4.963963,-21.339714,-7.2854857,human experimentation in the united states,9.905845850145783e-05,0.0
-7.709963,-5.8155274,-17.593494,voluntary assisted dying act 2017 (victoria),9.905845850145783e-05,0.0
-9.68622,-18.148691,4.308505,human rights defender,9.905845850145783e-05,0.0
0.65681463,10.859315,4.7685094,rotating reference frame,9.905845850145783e-05,0.0
-9.78787,-5.1068907,-15.656869,initiative 1000,9.905845850145783e-05,0.0
2.0828738,21.631865,-3.4363143,abstract index notation,9.905845850145783e-05,0.0
-10.131047,21.416075,-7.7444754,electrostatic levitation,0.0001652767262280819,0.0
-3.0817144,13.882934,-0.77525616,derivations of the lorentz transformations,9.905845850145783e-05,0.0
-8.931399,-7.0077133,-16.330944,washington v. glucksberg,9.905845850145783e-05,0.0
-16.80302,-12.313563,-5.7721686,ethics of circumcision,9.905845850145783e-05,0.0
-7.285725,-6.414518,-9.0378895,advance directives act,0.00015896521067882351,0.0
